# t,ZNCC
0.000000000000000000e+00 4.862475319766880189e-01
5.000000000000000000e+00 4.866272696883106041e-01
1.400000000000000000e+01 4.867749495479467003e-01
2.400000000000000000e+01 4.868074325506305811e-01
2.900000000000000000e+01 4.868629689633374169e-01
3.500000000000000000e+01 4.869267783345151979e-01
4.100000000000000000e+01 4.869554852766240782e-01
8.300000000000000000e+01 4.869650527077299951e-01
1.140000000000000000e+02 4.869658145728361642e-01
1.400000000000000000e+02 4.869660825536382687e-01
1.440000000000000000e+02 4.869668305451337331e-01
1.690000000000000000e+02 4.869671237512070983e-01
1.820000000000000000e+02 4.869671324101398358e-01
1.900000000000000000e+02 4.869671629198566443e-01
2.030000000000000000e+02 4.869671760428146978e-01
2.180000000000000000e+02 4.869671782972213592e-01
