,Optimiser,Optimiser_code,sample_rotation_angle1,sample_rotation_angle2,src_pos_x,src_pos_y,src_pos_z,det_pos_x,det_pos_y,det_pos_z,DZNCC,MAE,RMSE,DSSIM,MAPE,ZNCC,SSIM
28,NSGA-II,2,14.975988638128802,3.494605515917562,7.542033493302883,-10.9180181226664,130.92418680295484,0.6118461225825086,-29.8106135869152,-26.417144521657733,0.23806295437285124,0.7392300520443955,0.9758339087628617,0.3306163633594298,0.13973971151519457,0.5238740912542975,0.3387672732811404
29,NSGA-II,2,-12.24362144580307,12.965309214564629,-15.469194211157692,-30.30272812876792,155.39410401454538,-0.0378043817608934,-31.440872700311218,-4.7252529659046045,0.18944379242158005,0.6997084102431091,0.8705028257773322,0.3559208179162887,0.15606838873513562,0.6211124151568399,0.2881583641674226
30,NSGA-II,2,-8.691671871214163,12.093340706366778,-10.345833456014148,-40.16365949066493,168.44766570159584,-0.08417240478114225,-30.93252321880455,-6.228266633656107,0.1943125211453126,0.709969125943417,0.8816178790049854,0.3561400592800944,0.1460323743994835,0.6113749577093748,0.2877198814398112
31,NSGA-II,2,14.775561335161107,4.540459605322424,7.7629888271393455,-11.177228442579057,130.04030463094603,0.6066921110929331,-29.807591657423387,-26.417144521657733,0.2450199452691626,0.7488818132430104,0.9899897883698859,0.3349445805568342,0.13958044839504094,0.5099601094616748,0.33011083888633164
32,NSGA-II,2,-12.901088172516543,13.525512819327474,-12.022577298914948,-29.359611386461086,141.2994181302158,-0.009643396772268442,-31.689034709982927,-4.405581441802337,0.18652424313320065,0.6980616412694837,0.8637690504601341,0.3552495443753695,0.19024525853786708,0.6269515137335987,0.28950091124926103
33,NSGA-II,2,-6.5220653031072615,14.37126388430911,-19.730887094766086,-40.37630575733725,142.07453842630193,4.496225062204988,-30.854574304592976,-30.79276825400404,0.18983314988129957,0.6966223574440775,0.8713969242114624,0.34950141952487485,0.23676951071234106,0.6203337002374009,0.3009971609502503
34,NSGA-II,2,-8.195505612928034,10.39098696189605,-13.490939402876052,-41.402699182509686,146.47623261354187,-0.08417240478114225,-31.651184577980903,-5.695508070554339,0.18936674973066847,0.6983216120840506,0.8703258004464035,0.3519652544658426,0.21573669595413938,0.6212665005386631,0.2960694910683148
35,NSGA-II,2,-13.972585365175394,-9.025563871041618,-15.232686630179531,-25.528076582806932,131.53434033046892,6.6605310999624745,-18.462266594455826,-27.31079665184464,0.3112168330890206,0.8923355513863089,1.1157362288444714,0.4521501180413621,0.11282111839096846,0.3775663338219588,0.09569976391727575
36,NSGA-II,2,-5.532435438616284,14.187483636970157,-19.067445908561854,-40.39026663875551,143.8501482059191,4.496225062204988,-30.440316908591676,-33.332565025758996,0.190132268073618,0.699411194386261,0.8720831796878511,0.34932906822325,0.2546979268979503,0.619735463852764,0.3013418635535
37,NSGA-II,2,-5.416159399501377,10.530440257507577,-16.794171217344363,-35.83164159535935,141.57001568154,0.15800675261137545,-31.412368995218536,-6.394305092995785,0.19517512703941875,0.7103946101851479,0.8835725822804116,0.3621405080795256,0.1373140240167187,0.6096497459211625,0.27571898384094884
38,NSGA-II,2,-6.531242502218338,14.37126388430911,-19.217170508390126,-40.17168118249358,142.4794674656684,4.496225062204988,-29.770788616621818,-30.79276825400404,0.18849481419918285,0.7019961879004251,0.8683197894766265,0.3498104778808961,0.23405909145350065,0.6230103716016343,0.3003790442382078
39,NSGA-II,2,-5.618345772045802,10.879329804432773,-9.878340169162707,-31.32625835447272,141.8115517759939,-0.2103270309068757,-31.271868228487577,-5.755439637679316,0.1987986587543228,0.7154553352484747,0.8917368642246953,0.36143274051982427,0.11993265440689342,0.6024026824913544,0.27713451896035146
40,NSGA-II,2,-12.634570885985903,13.634918994924407,-11.86339210614576,-29.120387681664788,141.2994181302158,-0.01246413901621607,-31.715422611433965,-4.405581441802337,0.18646876741160007,0.697950517348008,0.8636405905504907,0.3553989992733393,0.1861395367062714,0.6270624651767999,0.2892020014533214
41,NSGA-II,2,-12.129661406303274,13.983629162239763,-4.367237314545342,-31.528947453384514,141.8115517759939,-0.2103270309068757,-31.413414781506464,-5.6885901827906515,0.18757374808963762,0.7029328820262072,0.8661957009582484,0.35184488102550737,0.17813483710984623,0.6248525038207248,0.29631023794898526
42,NSGA-II,2,-9.245085290951572,12.51251180164377,-16.105566769296704,-31.502274325932074,164.18012432808789,-0.02307589490210965,-31.52044093603879,-5.7864415484768195,0.19314720501770727,0.7049323671749002,0.8789703180829423,0.36083347986754133,0.14392518629220488,0.6137055899645855,0.27833304026491734
43,NSGA-II,2,-8.195505612928034,10.39098696189605,-13.490939402876052,-40.388161231265464,146.274521652101,0.07259972246695087,-31.070340305194907,-5.819456031691345,0.19011363995615932,0.7023607445044634,0.8720404576764991,0.35350067165531773,0.16053527317347463,0.6197727200876814,0.29299865668936453
44,NSGA-II,2,-13.665976049902811,-9.196085410653822,-15.248363240219598,-25.918898264327527,131.68320348532302,6.660666093207666,-20.593675522997156,-27.29892229793071,0.33253313760759307,0.9313025979519531,1.1533137259351294,0.45601502047291553,0.10996574718746033,0.33493372478481387,0.08796995905416893
45,NSGA-II,2,-14.583095244283546,-8.363167411580257,-15.248363240219598,-24.899000464703803,131.41735829832598,6.6605310999624745,-19.828719499153955,-27.31079665184464,0.3214961347575529,0.9127082877991146,1.13401258327684,0.4571871265615943,0.10917537916242319,0.3570077304848942,0.08562574687681135
46,NSGA-II,2,14.975988638128802,3.4735521581072284,7.777820601957622,-11.179090774650234,130.92418680295484,0.6118461225825086,-29.81393203327485,-26.417144521657733,0.23787616693527724,0.7396016451289237,0.9754510073505016,0.33101701523180105,0.14017712569235422,0.5242476661294455,0.3379659695363979
47,NSGA-II,2,-14.07861038757846,-8.708878856129349,-15.228148598162178,-24.557623117008248,131.53129751520027,6.744733079612519,-18.462555268735045,-27.301756458212076,0.3111036988508089,0.8911513034519917,1.11553341294792,0.4544355655354095,0.11364362248894762,0.3777926022983822,0.09112886892918104
48,NSGA-II,2,-5.773996031621147,14.37126388430911,-19.217170508390126,-40.17168118249358,142.0847871246572,4.496225062204988,-30.854574304592976,-30.79276825400404,0.18870188277648253,0.6959352225983785,0.868796599386721,0.35044076845559835,0.23053968872216993,0.6225962344470349,0.2991184630888033
49,NSGA-II,2,-6.5220653031072615,14.402726263030901,-19.217170508390126,-40.17168118249358,142.0847871246572,4.496225062204988,-30.854574304592976,-30.79276825400404,0.1894484663673578,0.6957947925618369,0.8705135642076065,0.34974821011589263,0.23122809011424236,0.6211030672652844,0.30050357976821473
50,NSGA-II,2,-12.214139533660932,12.965309214564629,-16.136714516941645,-27.934602695013425,153.99166859272142,1.888943779373235,-31.41833981025663,-15.541124062917202,0.1874037093516911,0.6988940256204734,0.8658030015002046,0.35200881039095,0.2826681921822935,0.6251925812966178,0.2959823792181
51,NSGA-II,2,14.959577641043966,-8.120814659517865,15.361067835708834,-10.728531149083393,130.89304412004208,-1.0566706998356934,-30.215296191112984,-15.42628332960798,0.23819886388852451,0.7431712766516948,0.9761124195266125,0.3544036435554472,0.13319494607274,0.523602272222951,0.29119271288910564
52,NSGA-II,2,-5.416159399501377,10.530440257507577,-16.794171217344363,-35.748064233683394,141.57001568154,0.14310799583118186,-31.398612711858163,-6.4061842488990735,0.19529089432086322,0.7104681601382971,0.8838345870599612,0.36209315260253055,0.13655143479023443,0.6094182113582736,0.2758136947949389
53,NSGA-II,2,-12.176811396398103,13.481393816105118,-17.143434758754154,-27.55053502841833,153.83732012674918,1.8836993422916466,-31.440769668584203,-15.330719865709884,0.18651941442244324,0.6961150836408563,0.8637578698279821,0.3527379413611697,0.26904803571399616,0.6269611711551135,0.2945241172776606
54,NSGA-II,2,14.685180711133675,-3.4726646566023547,8.422150327669469,-10.616878280354992,133.17356608875752,0.10127407553975568,-31.473940227472188,-26.417467515779222,0.20281147708608716,0.6949641116882801,0.9006919053396386,0.31129348992130235,0.16634054862193928,0.5943770458278257,0.3774130201573953
55,NSGA-II,2,-8.195505612928034,10.394559496952597,-13.490939402876052,-40.388161231265464,130.0262635599468,0.07259972246695087,-31.394475535351766,-5.795336702494096,0.18661963626966271,0.6972028808136372,0.863989898713318,0.35207409649575816,0.22602335157845546,0.6267607274606746,0.2958518070084837
56,NSGA-II,2,14.893909400878037,2.606180951633849,7.914076634498834,-10.825051201125317,131.49930007188925,0.10450410948277486,-30.439344888975974,-26.417467515779222,0.2181366747731623,0.7019131829572417,0.9341020817301762,0.31501158483332503,0.14884117708295183,0.5637266504536754,0.36997683033334994
57,NSGA-II,2,-13.848811900924709,-9.196085410653822,-14.852166986264987,-25.918898264327527,131.41443999993862,6.660666093207666,-20.64174420909507,-27.29892229793071,0.3330788766122862,0.9311261549724085,1.1542597222675428,0.45582906746885665,0.10884073404235532,0.3338422467754276,0.0883418650622867
58,NSGA-II,2,-6.386225952059762,10.879329804432773,-9.878340169162707,-31.32625835447272,141.8115517759939,-0.2103270309068757,-31.271868228487577,-5.755439637679316,0.1971637273079384,0.7118630651438711,0.8880624466960381,0.3600249238583344,0.12145744140913078,0.6056725453841232,0.2799501522833312
59,NSGA-II,2,-8.540964169190499,13.525512819327474,-12.021694000443834,-29.8948181563687,140.86428149955242,0.1309962180352998,-31.697596310609484,-5.419949860482662,0.1935659316636904,0.7104096621741537,0.8799225685563261,0.3637839137849649,0.14273495782938583,0.6128681366726192,0.27243217243007023
60,NSGA-II,2,-6.191422429142376,10.624043069313503,-8.523305430726065,-31.57342592021236,132.4721680383639,0.11725203252918648,-31.381966265773595,-6.61334604203444,0.19590908113914518,0.7150605911883563,0.885232356252628,0.3575705380427455,0.13178580162417391,0.6081818377217096,0.28485892391450895
61,NSGA-II,2,-12.162268640236066,11.048147176298066,-15.71055703870184,-26.61901593291333,142.57784098623583,1.8528583832196674,-32.8775861684626,-14.126720330075525,0.18612688172886205,0.6988756871368623,0.8628484959223416,0.35055657381322736,0.2905418055026145,0.6277462365422759,0.2988868523735453
62,NSGA-II,2,14.959577641043966,-7.837614137419251,15.361067835708834,-10.72391360866775,131.1324344142834,-0.9501494007199396,-30.216669614211725,-15.42628332960798,0.23373691656367968,0.740210047741983,0.9669269187765533,0.353418649210291,0.13789035331922525,0.5325261668726406,0.29316270157941804
63,NSGA-II,2,14.975988638128802,3.494605515917562,7.77713239369659,-11.179090774650234,130.92418680295484,0.6118461225825086,-29.8106135869152,-24.245605969122153,0.23258779241879357,0.732591870907798,0.964547131909672,0.32962938991887714,0.14170332956775797,0.5348244151624129,0.34074122016224573
64,NSGA-II,2,14.775619478688746,4.621955844481869,7.758730479941546,-10.783755464283255,130.23059594428148,0.432922912060021,-30.757749629684625,-26.418993227216298,0.22836690591205577,0.7164124974865151,0.9557550018954778,0.3230890466271681,0.14708996655908502,0.5432661881758885,0.35382190674566383
65,NSGA-II,2,-12.129661406303274,14.056865429675389,-4.367237314545342,-31.528947453384514,141.8115517759939,-0.2103270309068757,-31.413414781506464,-5.6885901827906515,0.18755769851914877,0.7029595267926372,0.8661586425572365,0.3519135747386107,0.17682134078102407,0.6248846029617025,0.29617285052277864
66,NSGA-II,2,-13.259345895095633,11.173965967198217,-11.943779452754987,-28.318864755386308,156.50616679131636,0.1008145224480067,-31.678588478752204,-4.405581441802337,0.18823516087207848,0.6992003041372538,0.8677215241587094,0.3518974225822415,0.17428380059916818,0.623529678255843,0.296205154835517
67,NSGA-II,2,14.975988638128802,5.200056650814027,7.77713239369659,-11.179090774650234,130.92418680295484,0.6118461225825086,-29.8106135869152,-26.417144521657733,0.24613683161791405,0.748998633153548,0.9922435822274975,0.335357155405005,0.13948816018014668,0.5077263367641719,0.32928568918999
68,NSGA-II,2,-1.5387648561962752,8.309353596724442,-10.59934608717013,-50.24452998955127,142.83937365389366,-0.2786560708257878,-29.9931446055203,-5.968428935370662,0.20847184688194276,0.7323363148363504,0.9131743467311001,0.36304084865142366,0.11789947539995672,0.5830563062361145,0.27391830269715267
69,NSGA-II,2,-6.5220653031072615,14.156059399402011,-19.217170508390126,-40.25681578239426,133.76794548566806,4.50677958543579,-29.443508938772137,-30.523125519672888,0.18996252981032796,0.7031413485776159,0.8716938219588981,0.3491968427172609,0.25356680843665824,0.6200749403793441,0.30160631456547815
70,NSGA-II,2,-6.727998703336409,10.624043069313503,-8.616267281448934,-31.57342592021236,133.2398022687833,0.12032252091437512,-31.381966265773595,-6.589927008636417,0.19535027656364878,0.7137691973944519,0.8839689509561949,0.3569330998536452,0.139596058248551,0.6092994468727024,0.28613380029270963
71,NSGA-II,2,14.775561335161107,4.540459605322424,7.75845385976346,-11.177228442579057,130.04030463094603,0.6066921110929331,-29.807591657423387,-26.417120197148805,0.2450237650615365,0.7488727733925767,0.9899975051716771,0.33493598474202735,0.1395928299928572,0.509952469876927,0.3301280305159453
72,NSGA-II,2,-13.972585365175394,-9.025563871041618,-15.886241117365095,-25.528076582806932,133.74070664905716,6.760522231266323,-18.903099728369277,-27.61176557789007,0.3153443866222009,0.9010183693239036,1.1231106563864501,0.4548540464244828,0.11184394569993927,0.36931122675559824,0.09029190715103441
73,NSGA-II,2,14.999226262372812,5.205644553220885,7.7773351374097315,-10.592868399309419,130.73571292893982,0.6125663863910881,-29.809473288362717,-26.41714429731404,0.2458151825693024,0.7491770902899035,0.9915950434916513,0.3348517549631722,0.13777066517991368,0.5083696348613952,0.3302964900736556
74,NSGA-II,2,-1.5387648561962752,8.309353596724442,-10.143676347878078,-50.24452998955127,141.80505002821232,-0.2786560708257878,-29.9931446055203,-5.968428935370662,0.20832681690187416,0.7324662087952875,0.9128566522776163,0.3630449415108838,0.11753225988099893,0.5833463661962517,0.2739101169782324
75,NSGA-II,2,-8.14737189743369,10.61247842481718,-10.489452591221895,-31.32625835447272,142.1126032840411,-0.2103270309068757,-31.166970962301143,-4.396967271768142,0.19669860687329432,0.7100824351462086,0.8870143333076295,0.35857610445887056,0.12694365553729903,0.6066027862534114,0.2828477910822589
76,NSGA-II,2,14.959577641043966,-8.091658805926032,11.71986005549904,-10.718032194049751,130.96226816137948,-0.9611441421469245,-30.17127722584388,-15.444887465962848,0.23987631385479213,0.7414270522569477,0.9795433912896192,0.3507677662155712,0.13269516695790626,0.5202473722904157,0.2984644675688576
77,NSGA-II,2,-6.4987573185418555,14.861963643438008,-19.21943165296796,-40.37630575733725,142.0847871246572,4.141117575247326,-30.81890406871353,-30.963350632331984,0.1911647481621731,0.6994569930105103,0.874447821570099,0.34905060003490784,0.2504714095078323,0.6176705036756538,0.3018987999301843
78,NSGA-II,2,-8.013929654410475,9.195832016922479,-13.490939402876052,-41.402699182509686,141.64256113321156,-0.07775333880349494,-31.25655881817105,-5.6972769683877384,0.19065952473039544,0.7003322964096638,0.873291531461047,0.3518214705876831,0.21265870435008716,0.6186809505392091,0.2963570588246338
79,NSGA-II,2,-8.147137486732758,14.881399277105611,-18.886518951390176,-40.380375892493205,150.92376694199731,4.55770265747279,-29.55192986930983,-33.332565025758996,0.1905954436753754,0.7005912732499394,0.8731447615954079,0.34738440253289143,0.23786090458144504,0.6188091126492492,0.30523119493421713
80,NSGA-II,2,14.778637413924137,-4.994544565605594,10.746169980882724,-12.148186918069529,131.1890023676621,-0.9553545427446463,-30.216732413661795,-15.766637845748441,0.24121658729595336,0.7426691222380131,0.9822761063895502,0.34295861280914136,0.13845611311413109,0.5175668254080933,0.3140827743817173
81,NSGA-II,2,-13.672109212036014,14.611123226183956,-15.592223950700303,-26.838102000521367,132.13299094888555,1.8328916335249705,-31.41941540566443,-15.155544664729483,0.18669062000350622,0.6964314872709092,0.8641541992110118,0.35251568102331754,0.21758306346975764,0.6266187599929876,0.2949686379533649
82,NSGA-II,2,-10.47826039522149,13.969459676936635,-10.340062492296118,-30.6254394388246,159.44620594222357,0.0919090990280752,-31.687588153437154,-7.47719858832757,0.18959990166005614,0.7022871462254672,0.8708614164378989,0.35812892253371714,0.15025656226622822,0.6208001966798877,0.2837421549325657
83,NSGA-II,2,-11.640233267608602,13.481393816105118,-17.143434758754154,-29.99029925508701,158.16326651825793,1.8806288539064582,-32.45039691423444,-15.354139030103422,0.185465780596681,0.6986973968787411,0.8613147638272104,0.3530685415015601,0.2792481465502487,0.629068438806638,0.29386291699687983
84,NSGA-II,2,-6.2785853269772,14.540574231470911,-18.694590890704635,-40.37630575733725,141.31627835530637,4.496225062204988,-30.915550811898445,-30.719153022767873,0.1903883962552127,0.6969578642521298,0.8726703759271597,0.3503396603323512,0.22678839246246393,0.6192232074895746,0.2993206793352976
85,NSGA-II,2,-9.473399394385767,14.056865429675389,-4.367237314545342,-31.528947453384514,145.77073592560652,-0.20253910070901213,-31.413414781506464,-5.6885901827906515,0.19365340066302783,0.711281289870223,0.880121356775366,0.35726546482917865,0.14247638683674982,0.6126931986739443,0.2854690703416427
86,NSGA-II,2,-12.322418935750893,13.481393816105118,-17.400318939508193,-27.79220239858889,154.09817667128516,1.7559294044365505,-31.53216240295171,-15.666613796450491,0.18634794929721898,0.6944233084694732,0.8633607572671329,0.3529143727072658,0.265132590369368,0.627304101405562,0.29417125458546844
87,NSGA-II,2,-12.138316623949908,11.048147176298066,-15.71055703870184,-26.840185757273968,142.22036680132877,1.8528583832196674,-32.87949423681933,-14.126720330075525,0.18614237589159838,0.6988159489390551,0.8628844091570973,0.3504333597167213,0.2904212604828533,0.6277152482168032,0.2991332805665574
88,NSGA-II,2,14.631935184840042,2.6714863440422896,7.384806950717255,-11.0833998428976,131.06272440183895,0.346583446076994,-30.213845660231662,-26.417497623146176,0.22720774813736688,0.7183447597288621,0.9533262781175538,0.3225704599696242,0.14700990609121994,0.5455845037252662,0.3548590800607516
89,NSGA-II,2,-11.821094607598003,12.488175778713703,-11.86339210614576,-29.359611386461086,141.32912601697754,-0.007926014117413054,-31.715422611433965,-4.405581441802337,0.1866258102865745,0.697420777768942,0.8640041904680189,0.3548239172598505,0.17320912123551513,0.626748379426851,0.29035216548029896
