1.869385925226770828e-01 6.992523230104059628e-01 8.647279167985203463e-01 3.515065793939011196e-01 2.810397912180810920e-01
1.931679983590680050e-01 7.109652285518280879e-01 8.790176297642006142e-01 3.592666616062783480e-01 1.472634852270871264e-01
1.953495463134263255e-01 7.140851910839461913e-01 8.839672987467949161e-01 3.569732523884261433e-01 1.458737256829752971e-01
1.951672060792018493e-01 7.142138370972848094e-01 8.835546527050880394e-01 3.556831348357777367e-01 1.464941844665338666e-01
2.058304387229986654e-01 7.359369622544944534e-01 9.073707923952553100e-01 3.620987108890306172e-01 1.151703368585475923e-01
1.950408560663996482e-01 7.140551869211109182e-01 8.832686025584733924e-01 3.556288999987732291e-01 1.466236923930752389e-01
1.887337384795912953e-01 7.042658512528100490e-01 8.688699292289748799e-01 3.550432049733381890e-01 1.705272328139280091e-01
2.082336383257986090e-01 7.309205059325307730e-01 9.126524822204753473e-01 3.627639874070623938e-01 1.191091364367880406e-01
1.899321728780787311e-01 6.964454508865622895e-01 8.716241687288824869e-01 3.498647252192780277e-01 2.311200845307344875e-01
1.932224693014077399e-01 7.108226434580081632e-01 8.791415569779598149e-01 3.582250809495854948e-01 1.467406789745910600e-01
1.924139036517755197e-01 6.997798059731391573e-01 8.773001850034576332e-01 3.492435224039176500e-01 2.355057531427835471e-01
2.429830889402671557e-01 7.445137527726622961e-01 9.858662971017260190e-01 3.440759628324409625e-01 1.379698138370883953e-01
2.058030764673804414e-01 7.365842705876503027e-01 9.073104793120833067e-01 3.614660422227135572e-01 1.164324672386617826e-01
1.961338898859081858e-01 7.144548958600849264e-01 8.857401196421172962e-01 3.635036308945923667e-01 1.282186450117431820e-01
1.960660054537036734e-01 7.166963245933778426e-01 8.855868234198235323e-01 3.660597293868552149e-01 1.285324971554811790e-01
1.938487564820665643e-01 7.085242012942492007e-01 8.805651741513885744e-01 3.560997629071345205e-01 1.468126199754981320e-01
1.895096543061946526e-01 6.985234239149128443e-01 8.706541318025076137e-01 3.520374531961070197e-01 2.151416586250922691e-01
1.982114796884489327e-01 7.114103156953505147e-01 8.904189568701891266e-01 3.610350114043520131e-01 1.250977075461015275e-01
1.894976810743038143e-01 6.958573187675830551e-01 8.706266273766360975e-01 3.497215446867120714e-01 2.313153941447157746e-01
2.283612874921979730e-01 7.164011305873526636e-01 9.557432447937007636e-01 3.230903115068787246e-01 1.470457037415005275e-01
1.888588088080941363e-01 7.013117762130867128e-01 8.691577734982155468e-01 3.500056376566043070e-01 2.553742655397888139e-01
1.940252579212844997e-01 7.133985539636769069e-01 8.809659651116711343e-01 3.551488799409795449e-01 1.517513408686818333e-01
1.864853205000311931e-01 6.959874092183322425e-01 8.636789229801341561e-01 3.526697130511259881e-01 2.690814046280693428e-01
2.005477428064463274e-01 7.159764529446438486e-01 8.956511437081877691e-01 3.598492284776670935e-01 1.212775713488081913e-01
1.922113398410016938e-01 6.992115585077067763e-01 8.768382743493843279e-01 3.501250989821993453e-01 2.240840855220298244e-01
3.144983343659345509e-01 9.005726491284166135e-01 1.121603021333188677e+00 4.555410490638705512e-01 1.118074097725366284e-01
1.965941125857871841e-01 7.143589640560227272e-01 8.867786929911820604e-01 3.646431873984290473e-01 1.295117781680109881e-01
1.918567370106634140e-01 6.990457704904350367e-01 8.760290794503658995e-01 3.465856374408696206e-01 2.447935311759723287e-01
2.380629543728512432e-01 7.392300520443955136e-01 9.758339087628616904e-01 3.306163633594297879e-01 1.397397115151945701e-01
1.894437924215800484e-01 6.997084102431091468e-01 8.705028257773321787e-01 3.559208179162887120e-01 1.560683887351356214e-01
1.943125211453126111e-01 7.099691259434169899e-01 8.816178790049854497e-01 3.561400592800944009e-01 1.460323743994834944e-01
2.450199452691625979e-01 7.488818132430103969e-01 9.899897883698859369e-01 3.349445805568341816e-01 1.395804483950409403e-01
1.865242431332006512e-01 6.980616412694836681e-01 8.637690504601340802e-01 3.552495443753694859e-01 1.902452585378670846e-01
1.898331498812995677e-01 6.966223574440775224e-01 8.713969242114624203e-01 3.495014195248748456e-01 2.367695107123410636e-01
1.893667497306684711e-01 6.983216120840506358e-01 8.703258004464035080e-01 3.519652544658425919e-01 2.157366959541393847e-01
3.112168330890205947e-01 8.923355513863089339e-01 1.115736228844471434e+00 4.521501180413621257e-01 1.128211183909684640e-01
1.901322680736179938e-01 6.994111943862609815e-01 8.720831796878510955e-01 3.493290682232499944e-01 2.546979268979502886e-01
1.951751270394187499e-01 7.103946101851479344e-01 8.835725822804115781e-01 3.621405080795255804e-01 1.373140240167186887e-01
1.884948141991828474e-01 7.019961879004250616e-01 8.683197894766264691e-01 3.498104778808960869e-01 2.340590914535006506e-01
1.987986587543227879e-01 7.154553352484747109e-01 8.917368642246953359e-01 3.614327405198242693e-01 1.199326544068934214e-01
1.864687674116000671e-01 6.979505173480079483e-01 8.636405905504906944e-01 3.553989992733392889e-01 1.861395367062713968e-01
1.875737480896376153e-01 7.029328820262071842e-01 8.661957009582483824e-01 3.518448810255073722e-01 1.781348371098462335e-01
1.931472050177072686e-01 7.049323671749001541e-01 8.789703180829423479e-01 3.608334798675413291e-01 1.439251862922048819e-01
1.901136399561593193e-01 7.023607445044633968e-01 8.720404576764990701e-01 3.535006716553177331e-01 1.605352731734746297e-01
3.325331376075930656e-01 9.313025979519531372e-01 1.153313725935129375e+00 4.560150204729155332e-01 1.099657471874603276e-01
3.214961347575528983e-01 9.127082877991146148e-01 1.134012583276839958e+00 4.571871265615943258e-01 1.091753791624231890e-01
2.378761669352772445e-01 7.396016451289236793e-01 9.754510073505016088e-01 3.310170152318010484e-01 1.401771256923542153e-01
3.111036988508089074e-01 8.911513034519916721e-01 1.115533412947919967e+00 4.544355655354094803e-01 1.136436224889476182e-01
1.887018827764825324e-01 6.959352225983784779e-01 8.687965993867210468e-01 3.504407684555983504e-01 2.305396887221699276e-01
1.894484663673577929e-01 6.957947925618368501e-01 8.705135642076065050e-01 3.497482101158926326e-01 2.312280901142423628e-01
1.874037093516910946e-01 6.988940256204734247e-01 8.658030015002046165e-01 3.520088103909499999e-01 2.826681921822934984e-01
2.381988638885245146e-01 7.431712766516948010e-01 9.761124195266125403e-01 3.544036435554471787e-01 1.331949460727399892e-01
1.952908943208632175e-01 7.104681601382970557e-01 8.838345870599612075e-01 3.620931526025305547e-01 1.365514347902344328e-01
1.865194144224432415e-01 6.961150836408562803e-01 8.637578698279820832e-01 3.527379413611697045e-01 2.690480357139961587e-01
2.028114770860871552e-01 6.949641116882800951e-01 9.006919053396386099e-01 3.112934899213023465e-01 1.663405486219392826e-01
1.866196362696627142e-01 6.972028808136372380e-01 8.639898987133179942e-01 3.520740964957581598e-01 2.260233515784554614e-01
2.181366747731622868e-01 7.019131829572416992e-01 9.341020817301761703e-01 3.150115848333250312e-01 1.488411770829518310e-01
3.330788766122861899e-01 9.311261549724084707e-01 1.154259722267542809e+00 4.558290674688566524e-01 1.088407340423553221e-01
1.971637273079384078e-01 7.118630651438710988e-01 8.880624466960380659e-01 3.600249238583344003e-01 1.214574414091307841e-01
1.935659316636904048e-01 7.104096621741536888e-01 8.799225685563261123e-01 3.637839137849648852e-01 1.427349578293858334e-01
1.959090811391451803e-01 7.150605911883562982e-01 8.852323562526279721e-01 3.575705380427455227e-01 1.317858016241739150e-01
1.861268817288620481e-01 6.988756871368623225e-01 8.628484959223415851e-01 3.505565738132273568e-01 2.905418055026144919e-01
2.337369165636796753e-01 7.402100477419829572e-01 9.669269187765533458e-01 3.534186492102909805e-01 1.378903533192252506e-01
2.325877924187935708e-01 7.325918709077979818e-01 9.645471319096720064e-01 3.296293899188771359e-01 1.417033295677579685e-01
2.283669059120557732e-01 7.164124974865151430e-01 9.557550018954777959e-01 3.230890466271680861e-01 1.470899665590850169e-01
1.875576985191487744e-01 7.029595267926371793e-01 8.661586425572365133e-01 3.519135747386106794e-01 1.768213407810240723e-01
1.882351608720784775e-01 6.992003041372537586e-01 8.677215241587094008e-01 3.518974225822414925e-01 1.742838005991681760e-01
2.461368316179140536e-01 7.489986331535479769e-01 9.922435822274975337e-01 3.353571554050049919e-01 1.394881601801466753e-01
2.084718468819427573e-01 7.323363148363504216e-01 9.131743467311000950e-01 3.630408486514236643e-01 1.178994753999567241e-01
1.899625298103279625e-01 7.031413485776158989e-01 8.716938219588981074e-01 3.491968427172609246e-01 2.535668084366582420e-01
1.953502765636487837e-01 7.137691973944518820e-01 8.839689509561948766e-01 3.569330998536451860e-01 1.395960582485510082e-01
2.450237650615365026e-01 7.488727733925767405e-01 9.899975051716770613e-01 3.349359847420273484e-01 1.395928299928571870e-01
3.153443866222008785e-01 9.010183693239035563e-01 1.123110656386450135e+00 4.548540464244827941e-01 1.118439456999392734e-01
2.458151825693024040e-01 7.491770902899035356e-01 9.915950434916512846e-01 3.348517549631722101e-01 1.377706651799136817e-01
2.083268169018741567e-01 7.324662087952874545e-01 9.128566522776162540e-01 3.630449415108837896e-01 1.175322598809989266e-01
1.966986068732943238e-01 7.100824351462086126e-01 8.870143333076294656e-01 3.585761044588705593e-01 1.269436555372990272e-01
2.398763138547921336e-01 7.414270522569477162e-01 9.795433912896192030e-01 3.507677662155712084e-01 1.326951669579062576e-01
1.911647481621731037e-01 6.994569930105103417e-01 8.744478215700990376e-01 3.490506000349078430e-01 2.504714095078323099e-01
1.906595247303954355e-01 7.003322964096637682e-01 8.732915314610469881e-01 3.518214705876830939e-01 2.126587043500871577e-01
1.905954436753753978e-01 7.005912732499394169e-01 8.731447615954078811e-01 3.473844025328914342e-01 2.378609045814450429e-01
2.412165872959533552e-01 7.426691222380130686e-01 9.822761063895502076e-01 3.429586128091413610e-01 1.384561131141310852e-01
1.866906200035062247e-01 6.964314872709091997e-01 8.641541992110117754e-01 3.525156810233175397e-01 2.175830634697576427e-01
1.895999016600561360e-01 7.022871462254671737e-01 8.708614164378989386e-01 3.581289225337171422e-01 1.502565622662282163e-01
1.854657805966810069e-01 6.986973968787411060e-01 8.613147638272103945e-01 3.530685415015600848e-01 2.792481465502487104e-01
1.903883962552126996e-01 6.969578642521297995e-01 8.726703759271596805e-01 3.503396603323511993e-01 2.267883924624639336e-01
1.936534006630278304e-01 7.112812898702229880e-01 8.801213567753659595e-01 3.572654648291786472e-01 1.424763868367498187e-01
1.863479492972189844e-01 6.944233084694731994e-01 8.633607572671329056e-01 3.529143727072657777e-01 2.651325903693679820e-01
1.861423758915983773e-01 6.988159489390550760e-01 8.628844091570972985e-01 3.504333597167212933e-01 2.904212604828533273e-01
2.272077481373668828e-01 7.183447597288621367e-01 9.533262781175537715e-01 3.225704599696241903e-01 1.470099060912199440e-01
1.866258102865744894e-01 6.974207777689419574e-01 8.640041904680189067e-01 3.548239172598505187e-01 1.732091212355151288e-01
2.363208900845283900e-01 7.440844505735620951e-01 9.722569415222046540e-01 3.544949986841634537e-01 1.376711770385988243e-01
3.212686343534102984e-01 9.123001091976551402e-01 1.133611281442470586e+00 4.572092771299679503e-01 1.089295841826489059e-01
1.932752359018103938e-01 7.007286773578127459e-01 8.792615899760662934e-01 3.510818994809136173e-01 2.032935733510290721e-01
1.889222410066083158e-01 7.033677351594751492e-01 8.693037236929523903e-01 3.552206231105803913e-01 1.600401992940378160e-01
2.041311919048739432e-01 6.892712813113361925e-01 9.036176003263197698e-01 3.096520655444411907e-01 1.517601612135115186e-01
2.411824526437661986e-01 7.421505765635424412e-01 9.822066027954940992e-01 3.457026004202752856e-01 1.361757806643106861e-01
