# t,sample_rotation_angle1,sample_rotation_angle2,source_pos_x,source_pos_y,source_pos_z,detector_pos_x,detector_pos_y,det_position_z
0.000000000000000000e+00 -8.707335552155550662e-01 -2.848543978517208863e+00 -7.820378009586415047e+00 -2.837251608278409165e+01 1.582323368352959108e+02 -1.097038494385182084e+01 -4.326922223938476719e+01 -1.622038129574850274e+01
1.000000000000000000e+00 -1.571704973334614452e-01 3.187719848886252372e+00 -1.306935059183871495e+01 -2.310285861493147763e+01 1.348009359160652991e+02 4.838881852696196972e+00 -1.065722246592071443e+01 -1.213921524037455235e+01
5.000000000000000000e+00 8.120912957400130416e-01 -4.132938861184129564e+00 8.306161113015534170e+00 -3.298717115942223188e+01 1.634356555694851920e+02 8.120403127602997984e+00 -4.076119321094603265e+01 -3.177453681160351096e+01
2.900000000000000000e+01 -7.578952893613686292e-01 1.349393928356417138e-01 -2.561299500568023024e+00 -3.484359470489825839e+01 1.499758394091620346e+02 3.197589777046965231e+00 -1.947239392133209890e+01 -1.378123462815362998e+01
4.900000000000000000e+01 -4.342218567372806426e+00 -4.541726084313024714e-02 -1.382927706536111856e+01 -3.107020885699437684e+01 1.461496420446477202e+02 2.312141614078158547e+00 -3.662233800674393080e+01 -5.452740031195837389e-01
6.000000000000000000e+01 -3.362962834973495685e+00 4.413738206445070311e-01 -1.311116220689846656e+01 -3.598337288484923135e+01 1.458052189980379296e+02 -3.814616645670780848e-01 -3.080635031294572102e+01 -2.937434760588840899e+00
1.760000000000000000e+02 -4.998797681527794801e+00 -2.144603768102145480e+00 -1.817364875075402963e+01 -4.595405758522745998e+01 1.597958011474932789e+02 1.499777335768305075e+00 -3.454304841552180960e+01 -3.077430608432781156e+00
1.960000000000000000e+02 -3.688472685925461292e+00 -3.649651011371920273e+00 -1.034800358666811348e+01 -3.040759320562189316e+01 1.625126338042486793e+02 6.151195292039066675e-01 -3.158208362555832949e+01 -1.753296030356137125e+00
2.940000000000000000e+02 -3.655417424336409482e+00 -3.125684561533458528e+00 -1.517150523347865843e+01 -4.194052603131550683e+01 1.582341172092556860e+02 1.737151439414257315e-01 -3.137911850787084944e+01 -1.123718525659761713e+00
3.000000000000000000e+02 -4.421976765202181525e+00 -1.516221918260180601e+00 -1.178075727782524496e+01 -4.574538235556629928e+01 1.549934002069184089e+02 3.701985109386322081e-01 -3.145235862601861143e+01 -1.435776342696778674e+00
3.340000000000000000e+02 -1.873750842787159865e+00 -7.368038104424172730e-01 -1.382479629976218405e+01 -4.809368058558199266e+01 1.566754092128887521e+02 5.379746515770977844e-02 -3.150739003823608897e+01 -2.520007194465714306e+00
3.350000000000000000e+02 -4.294170428034856712e+00 3.367013401689167296e-01 -1.418032111778387971e+01 -5.021986165282843473e+01 1.603618090744345466e+02 7.764811907851837391e-01 -3.146095993355618603e+01 -4.199258692913491409e+00
3.430000000000000000e+02 -2.659245930009942693e+00 1.956257208901922340e+00 -1.465682230886442028e+01 -5.031397361763703202e+01 1.608922673949063267e+02 5.325724404007919910e-02 -3.071735622055063430e+01 -2.770170499405785414e+00
3.640000000000000000e+02 -4.591221358675866782e+00 1.685660774625279856e+00 -1.685095295355270650e+01 -5.020612853431462952e+01 1.631247848283478845e+02 4.058879444363303057e-01 -3.030664083714680856e+01 -4.575855055488981193e+00
3.720000000000000000e+02 -3.126871079336945858e+00 1.934111310005322437e+00 -1.227702072110444220e+01 -5.039768455183429552e+01 1.602923602338545948e+02 -3.010055281802953564e-02 -3.159757429326568356e+01 -1.583355562648505632e+00
3.880000000000000000e+02 -3.373667217363073956e+00 1.785381737385538514e-01 -1.998431328925184403e+01 -4.994948966548368219e+01 1.625446747866633643e+02 4.509242565368539735e-01 -3.136936693869887094e+01 -4.214036569004500521e+00
