# t,ssim
0.000000000000000000e+00 4.465276466803366207e-01
3.000000000000000000e+00 4.299204071702014129e-01
4.000000000000000000e+00 4.190353008736014684e-01
1.200000000000000000e+01 4.149752082829889499e-01
1.300000000000000000e+01 4.135357488000595549e-01
1.500000000000000000e+01 3.919451339694453029e-01
3.800000000000000000e+01 3.839858135387945737e-01
5.110000000000000000e+02 3.825392849109977012e-01
5.610000000000000000e+02 3.822905018928922649e-01
6.420000000000000000e+02 3.819530727761316635e-01
6.550000000000000000e+02 3.812610183307256206e-01
6.850000000000000000e+02 3.812585998572856627e-01
7.210000000000000000e+02 3.809833881395254251e-01
7.470000000000000000e+02 3.808949007322404157e-01
7.570000000000000000e+02 3.808416670486893807e-01
7.620000000000000000e+02 3.804608736328055074e-01
7.770000000000000000e+02 3.802286006005484165e-01
7.920000000000000000e+02 3.800765338534522475e-01
8.840000000000000000e+02 3.800464942250025846e-01
9.020000000000000000e+02 3.799730292519057362e-01
9.210000000000000000e+02 3.799669767537212084e-01
9.230000000000000000e+02 3.799644938860714527e-01
9.240000000000000000e+02 3.798883889908503120e-01
9.460000000000000000e+02 3.797516513556662976e-01
9.690000000000000000e+02 3.797340963000854774e-01
9.720000000000000000e+02 3.796365171578548470e-01
9.990000000000000000e+02 3.796040652400702875e-01
1.022000000000000000e+03 3.795523728828122945e-01
1.027000000000000000e+03 3.795016031992329841e-01
1.050000000000000000e+03 3.794399083888933544e-01
1.095000000000000000e+03 3.794392024257147167e-01
1.101000000000000000e+03 3.794241686690023041e-01
1.115000000000000000e+03 3.793497396563382806e-01
1.142000000000000000e+03 3.793116406201623159e-01
1.171000000000000000e+03 3.793069664796721030e-01
1.190000000000000000e+03 3.793016604888729826e-01
1.200000000000000000e+03 3.793003764360052266e-01
1.206000000000000000e+03 3.792914698250868799e-01
1.207000000000000000e+03 3.792886646975383580e-01
1.211000000000000000e+03 3.792874047451708641e-01
1.216000000000000000e+03 3.792796439979178591e-01
1.220000000000000000e+03 3.792736596093815304e-01
1.252000000000000000e+03 3.792733981517341646e-01
1.254000000000000000e+03 3.792684811248208110e-01
1.326000000000000000e+03 3.792653127158983062e-01
1.358000000000000000e+03 3.792647254030779291e-01
1.420000000000000000e+03 3.792646430303083793e-01
1.463000000000000000e+03 3.792632226780827120e-01
1.486000000000000000e+03 3.792631421478525056e-01
1.525000000000000000e+03 3.792630531805123439e-01
1.544000000000000000e+03 3.792625573937808969e-01
1.568000000000000000e+03 3.792624412828687896e-01
1.569000000000000000e+03 3.792620192680068447e-01
