-1.376727427890381428e+01 1.001785116690747302e+01 -9.680849165388146105e+00 -3.250177645245206293e+01 1.670660009898244027e+02 1.432354538607588879e+00 -3.387109521856632455e+01 -7.399829251411327746e+00
-7.730357298990102599e+00 1.390299748827626303e+01 -1.163020298944425868e+01 -3.104828669433884158e+01 1.657798433013729777e+02 -2.855036651682976157e-01 -3.166131383648485809e+01 -6.160507172933657571e+00
-1.488682173665412733e+01 9.847111804052497419e+00 -1.922286358983874521e+01 -2.374979690851822767e+01 1.336956376238981647e+02 1.595341609856683052e+00 -3.175989138589543259e+01 -8.408878551231477871e+00
1.379137171717970034e+01 5.568700024314613195e+00 1.692791408533010866e+01 -1.065033419323645703e+01 1.410273375381736116e+02 -6.148310202815134851e-01 -3.021338074129173989e+01 -1.893493175740754708e+01
1.484711938855691571e+01 -1.493284252533787537e+01 -1.156270725327875581e+01 -1.052926778692708432e+01 1.418909203293939072e+02 1.574921453755134815e+00 -3.054148333314434893e+01 -2.625970393457357233e+01
-1.496418188799562898e+01 1.365362011668710451e+01 -1.980902153596302639e+01 -1.443967909037506381e+01 1.416740906588628093e+02 1.305042731287179514e+00 -3.290012911495112746e+01 -8.186301588188797496e+00
1.487391701748525463e+01 -1.445643057662825726e+01 -6.807688053510188020e+00 -1.247571275478310149e+01 1.336035188783621379e+02 1.547431778496272781e+00 -2.971054245047412934e+01 -2.726163087239954308e+01
-9.652773525562160728e+00 1.125295589212672631e+01 -6.684295194859704914e+00 -3.418621735122106031e+01 1.338590784717490010e+02 -3.124981456771089294e-01 -3.183986234195620568e+01 -3.421649607128013137e+00
-1.142456573937713671e+01 1.035268025939035752e+01 -1.544299606981722484e+01 -3.097259015487083289e+01 1.678712973181033021e+02 1.243508762523708178e-01 -3.146950840054508447e+01 -4.776228785886384998e+00
-1.137274113168144396e+01 1.040539448474498485e+01 -1.905795636820641903e+01 -3.325080735642939800e+01 1.319622324659840160e+02 1.060463343309334672e+00 -3.132335944633983971e+01 -7.473166507706922701e+00
-9.071985166552478219e+00 9.812243790841385760e+00 -1.256410328294936107e+01 -3.184302499073926285e+01 1.336595359745087137e+02 4.301085727214062349e-01 -3.147886753181292008e+01 -4.990511220561160144e+00
-1.144891702918456389e+01 9.617288348435771184e+00 -1.542251952066689746e+01 -3.125737156679415563e+01 1.349751888865001490e+02 1.417110357886215422e+00 -3.458873514373305369e+01 -4.803632955732371812e+00
-1.145248445252248004e+01 8.797409369141371727e+00 -1.548145022719123176e+01 -3.117562160437357832e+01 1.354313111395919975e+02 2.114905235845613019e-01 -3.167244825050839196e+01 -4.871572169036091360e+00
-8.089548759225536401e+00 1.040539448474498485e+01 -1.905795636820641903e+01 -3.325080735642939800e+01 1.319622324659840160e+02 1.060463343309334672e+00 -3.132335944633983971e+01 -7.648098437624078372e+00
-1.319780564550016599e+01 9.617642028254893560e+00 -1.542251952066689746e+01 -3.113319658421061220e+01 1.437003164970628291e+02 1.425416969674338397e+00 -3.441356099762667498e+01 -8.226943229159262572e+00
-1.350842668471334740e+01 9.842279138601247368e+00 -1.914278717140069119e+01 -3.325080735642939800e+01 1.318655326015638707e+02 1.586051453067992778e+00 -3.141023483407340677e+01 -7.473606511614551806e+00
-1.316732093831604544e+01 1.330030524733024322e+01 -3.818995603878694745e+00 -1.601018574069257028e+01 1.642932495152214472e+02 -3.120677198854594492e-01 -3.145082965504880335e+01 -6.164436636712659734e+00
1.495525066823682359e+01 -1.499179687420407880e+01 -7.436388282856814413e+00 -1.249203131547040257e+01 1.425051636849586032e+02 2.591581701880067534e+00 -3.094039772935000343e+01 -2.745693424783219427e+01
1.495588525195357832e+01 -1.499997394722209876e+01 -1.905894452426323227e+01 -1.267791826422824109e+01 1.330543131218157953e+02 1.557569109120197304e+00 -2.867339568928828086e+01 -1.848431404553226542e+01
-1.499892204441966470e+01 -1.439050821776044309e+01 1.126774878924553569e+01 -4.227708907164095109e+01 1.303751378715432168e+02 9.454292382083282487e-01 -3.306917614041435627e+01 -1.231456766125471614e+00
-1.070158129070270903e+01 1.033643875594188977e+01 -1.925619456839888954e+01 -3.116296025979411866e+01 1.317064461741995842e+02 2.165500404747512375e-01 -3.130292227310390629e+01 -4.653585881742466235e+00
