,sample_rotation_angle1,sample_rotation_angle2,sample_rotation_angle3,src_pos_x,src_pos_y,src_pos_z,det_pos_x,det_pos_y,det_pos_z,DZNCC,MAE,RMSE,DSSIM,MAPE,DMI,ZNCC,SSIM,MI,Optimiser,Optimiser_code
0,-4.01995493405802,-0.8608015427059108,1.700870737248067,23.060719827164913,138.40363669355278,-11.659870449266272,-1.0754613589441284,-13.540203447419394,1.2204977249633693,0.02580389380455017,0.23700767755508423,0.32127187851052924,0.11858216205471156,0.033977095037698746,-0.09353725199608232,0.9483922123908997,0.7628356758905769,1.1870745039921646,NSGA-III,2
