# t,zncc
0.000000000000000000e+00 5.566571187703658330e-01
1.000000000000000000e+00 5.332354218391810452e-01
2.000000000000000000e+00 3.898403884319631141e-01
3.000000000000000000e+00 3.475615837442485034e-01
7.000000000000000000e+00 2.617869779219280657e-01
1.660000000000000000e+02 2.564287421668794975e-01
1.740000000000000000e+02 2.502874661574211457e-01
1.890000000000000000e+02 2.346650990852923169e-01
2.000000000000000000e+02 2.301803861939226703e-01
2.430000000000000000e+02 2.294791149078329040e-01
2.990000000000000000e+02 2.257653512298242737e-01
3.910000000000000000e+02 2.255882173889078302e-01
3.950000000000000000e+02 2.236085112353555227e-01
4.340000000000000000e+02 2.191178431582437858e-01
4.590000000000000000e+02 2.184537573665831789e-01
4.640000000000000000e+02 2.176413344392972848e-01
4.990000000000000000e+02 2.161533785268644481e-01
5.540000000000000000e+02 2.160605185316541998e-01
5.600000000000000000e+02 2.158616083380567874e-01
6.300000000000000000e+02 2.158073471607795946e-01
6.600000000000000000e+02 2.157959249009161473e-01
6.700000000000000000e+02 2.157062945627504225e-01
6.770000000000000000e+02 2.157042966944998086e-01
6.830000000000000000e+02 2.155447059131869181e-01
6.880000000000000000e+02 2.154780330494731055e-01
7.190000000000000000e+02 2.154643769731763858e-01
7.280000000000000000e+02 2.153643037437949492e-01
7.350000000000000000e+02 2.153422933050049282e-01
7.490000000000000000e+02 2.153404693481528187e-01
7.510000000000000000e+02 2.153329352905748451e-01
7.670000000000000000e+02 2.152760811527493767e-01
7.780000000000000000e+02 2.152457873682900313e-01
8.100000000000000000e+02 2.152152986712204119e-01
8.960000000000000000e+02 2.152127649193850134e-01
8.980000000000000000e+02 2.152049292356578158e-01
9.200000000000000000e+02 2.152030309268376240e-01
9.250000000000000000e+02 2.152009018493629688e-01
9.390000000000000000e+02 2.151833076797328159e-01
9.600000000000000000e+02 2.151791089874474094e-01
9.800000000000000000e+02 2.151778373270111788e-01
9.970000000000000000e+02 2.151778316569802896e-01
1.008000000000000000e+03 2.151777839872754394e-01
1.027000000000000000e+03 2.151767539839118393e-01
1.040000000000000000e+03 2.151749688097615021e-01
1.050000000000000000e+03 2.151734510846962101e-01
1.055000000000000000e+03 2.151726335023154690e-01
1.057000000000000000e+03 2.151709418009722374e-01
1.063000000000000000e+03 2.151689657378133003e-01
1.071000000000000000e+03 2.151662014102422860e-01
1.091000000000000000e+03 2.151649535538391333e-01
1.101000000000000000e+03 2.151597776122294303e-01
1.128000000000000000e+03 2.151561776277257643e-01
1.130000000000000000e+03 2.151541454583307256e-01
1.158000000000000000e+03 2.151455123831373384e-01
1.174000000000000000e+03 2.151442166823880897e-01
1.192000000000000000e+03 2.151190343953450212e-01
1.212000000000000000e+03 2.151175360079528587e-01
1.220000000000000000e+03 2.151118516602692488e-01
1.231000000000000000e+03 2.151098864998619020e-01
1.239000000000000000e+03 2.150948091388515393e-01
1.260000000000000000e+03 2.150924479594737981e-01
1.267000000000000000e+03 2.150657584347277496e-01
1.301000000000000000e+03 2.150625932922622385e-01
1.336000000000000000e+03 2.150596714419827360e-01
1.354000000000000000e+03 2.150562894530405056e-01
1.359000000000000000e+03 2.150496818461214987e-01
1.369000000000000000e+03 2.150478402893507557e-01
1.370000000000000000e+03 2.150430335735967202e-01
1.380000000000000000e+03 2.150424237428875118e-01
1.390000000000000000e+03 2.150423159318863298e-01
1.400000000000000000e+03 2.150145775176183216e-01
1.459000000000000000e+03 2.150092546823003103e-01
1.463000000000000000e+03 2.150074568240621375e-01
1.465000000000000000e+03 2.150035506118805340e-01
1.468000000000000000e+03 2.150000673898170844e-01
1.478000000000000000e+03 2.149944703917123778e-01
1.483000000000000000e+03 2.149743077793447310e-01
1.503000000000000000e+03 2.149740936106110945e-01
1.508000000000000000e+03 2.149679190182610111e-01
1.517000000000000000e+03 2.149678683253545830e-01
1.519000000000000000e+03 2.149618640328543329e-01
1.520000000000000000e+03 2.149601252162685050e-01
1.534000000000000000e+03 2.149523022395616323e-01
1.543000000000000000e+03 2.149402783171227571e-01
1.553000000000000000e+03 2.149056036885359511e-01
1.568000000000000000e+03 2.148933875333980947e-01
1.571000000000000000e+03 2.148878140808438419e-01
1.575000000000000000e+03 2.148777833268297743e-01
1.580000000000000000e+03 2.148720613109501021e-01
1.583000000000000000e+03 2.148435744108254108e-01
1.648000000000000000e+03 2.148422541670353403e-01
1.650000000000000000e+03 2.148298964922892296e-01
1.656000000000000000e+03 2.148254257351505658e-01
1.657000000000000000e+03 2.148245963273556214e-01
1.670000000000000000e+03 2.148224649109288786e-01
1.671000000000000000e+03 2.148202126330810979e-01
1.672000000000000000e+03 2.148165944149924012e-01
1.680000000000000000e+03 2.147998525343482457e-01
1.699000000000000000e+03 2.147869199343444002e-01
1.720000000000000000e+03 2.147784220301851010e-01
1.754000000000000000e+03 2.147657608634321313e-01
1.790000000000000000e+03 2.147351724239325854e-01
1.808000000000000000e+03 2.147348835344741746e-01
1.815000000000000000e+03 2.147345266220974658e-01
1.817000000000000000e+03 2.147220635113555320e-01
1.821000000000000000e+03 2.147111750571742417e-01
1.827000000000000000e+03 2.146888090345624445e-01
1.830000000000000000e+03 2.146841409408302703e-01
1.835000000000000000e+03 2.146790909765302069e-01
1.851000000000000000e+03 2.146648221865241069e-01
1.862000000000000000e+03 2.146637499910796221e-01
1.875000000000000000e+03 2.146619497491461526e-01
1.881000000000000000e+03 2.146253053255927079e-01
1.892000000000000000e+03 2.145941110399079421e-01
1.920000000000000000e+03 2.145911171801608841e-01
1.931000000000000000e+03 2.145805936948980697e-01
1.932000000000000000e+03 2.145589836520064297e-01
1.948000000000000000e+03 2.145441705853491920e-01
1.957000000000000000e+03 2.145334252962007304e-01
1.977000000000000000e+03 2.145327575419751498e-01
2.010000000000000000e+03 2.145254193774086549e-01
2.023000000000000000e+03 2.145114107314454732e-01
2.083000000000000000e+03 2.145087134562351783e-01
2.130000000000000000e+03 2.145080934656000138e-01
2.144000000000000000e+03 2.145066194718532882e-01
2.145000000000000000e+03 2.145045243618654562e-01
2.207000000000000000e+03 2.145003362614680276e-01
2.259000000000000000e+03 2.145000230246045247e-01
2.375000000000000000e+03 2.144998870265352187e-01
