-4.925548708503586504e+00 -3.041673202499144413e+00 -1.013770802352462930e+01 2.179295508713802008e+02 1.793465872381354131e+00 -3.935703855173034449e-01 -9.086968832914436689e+00 -6.785655736467180787e+00
-4.507440395595613936e+00 -3.404526405346253615e+00 -1.075997446132939217e+01 2.107575968370691726e+02 2.332838292404411540e+00 -4.018198668492442560e-01 -9.440301396228328201e+00 -6.785492779687524845e+00
-4.960197711776208607e+00 -3.038193034122456559e+00 -1.015769850821918929e+01 2.179295508713802008e+02 1.793465872381354131e+00 -3.935703855173034449e-01 -9.086968832914436689e+00 -6.779105883415647682e+00
-4.805601875555499447e+00 -3.394682687887364825e+00 -1.251064918052293606e+01 2.294536022698743807e+02 4.058339709290084585e+00 -3.386836869807624550e-01 -9.693606042695790848e+00 -6.785597014004340011e+00
-3.934135385653077854e+00 -2.974837728097689649e+00 -1.013770802352462930e+01 2.187465203388711643e+02 1.793465872381354131e+00 -3.926696444321642332e-01 -9.086968832914436689e+00 -6.785655736467180787e+00
-3.714062532305472342e+00 -3.059471058276432842e+00 -1.019581293151113321e+01 2.431865496408269678e+02 -9.970626365955411075e+00 -3.873787487612606051e-01 -9.428196468778622830e+00 -6.618732994230204447e+00
-4.960197711776208607e+00 -3.038193034122456559e+00 -1.015029685378741142e+01 2.179406023563161341e+02 1.792462019361073855e+00 -3.935703855173034449e-01 -9.086968832914436689e+00 -6.779105883415647682e+00
-4.805601875555499447e+00 -3.512651279981968688e+00 -1.251064918052293606e+01 2.294675352895378637e+02 3.986333076323195002e+00 -3.386836869807624550e-01 -9.693606042695790848e+00 -6.785597014004340011e+00
-4.269342029869508615e+00 -3.390009678390117465e+00 -1.251064918052293606e+01 2.294536022698743807e+02 4.256506403991867415e+00 -3.385352701704350542e-01 -9.693606042695790848e+00 -6.785733814707548994e+00
-4.211851340269769040e+00 -3.850630464892643712e+00 -1.020430996033216786e+01 2.136019492859126387e+02 1.766776915219153921e+00 -4.018227408792963140e-01 -9.364789994979780374e+00 -6.785492779687524845e+00
-4.939334302774897267e+00 -2.975697160533136376e+00 -1.013770802352462930e+01 2.090917233289785315e+02 4.289151122994783627e+00 -3.938075289350029817e-01 -9.090783319317127464e+00 -6.784550856357370208e+00
-4.849926694789276738e+00 -3.038193034122456559e+00 -1.015769850821918929e+01 2.179295508713802008e+02 1.793465872381354131e+00 -3.935703855173034449e-01 -9.086968832914436689e+00 -6.779105883415647682e+00
-4.932776735271868773e+00 -2.974837728097689649e+00 -1.087829921776453013e+01 2.155089269068186866e+02 1.850502352256515159e+00 -3.933997110671222930e-01 -9.086968832914436689e+00 -6.785655736467180787e+00
-4.256342077328374884e+00 -3.594781147459200188e+00 -1.249517886026385760e+01 2.352647701435650163e+02 4.081495046505700941e+00 -3.385175659027530592e-01 -9.400055462740930068e+00 -6.791093027172687258e+00
-3.257133332905600920e+00 -3.413439003023362339e+00 -1.249965752570447997e+01 2.294614695904795383e+02 2.019530351236568322e+00 -3.390142290974992312e-01 -9.122101845346834992e+00 -6.785741536677157626e+00
-3.474626151202524493e+00 -3.465706994145993924e+00 -9.676334872463439041e+00 2.098086428465373103e+02 2.332813408901250884e+00 -4.002822905037624057e-01 -9.368159219961697204e+00 -6.785874783415571265e+00
-4.241144321944899431e+00 -3.512919026996421223e+00 -1.270372308478944134e+01 2.544948187874618668e+02 -6.035463054017608187e+00 -3.412225779144053006e-01 -9.684459398733388014e+00 -6.590981516071073187e+00
-4.860851966007790459e+00 -2.913597013010845505e+00 -1.013770802352462930e+01 2.187465203388711643e+02 1.748088798033413882e+00 -3.928074634183138514e-01 -9.408275924946453372e+00 -6.793726337530022086e+00
-4.721942240441497241e+00 -3.436121373180200056e+00 -1.071728743376158377e+01 2.426700758289422595e+02 -1.278999777833070972e+01 -3.456666814665406706e-01 -9.533654834146513934e+00 -6.407913161748097330e+00
-4.908816681238310942e+00 -3.382230417033361913e+00 -1.276575014072156833e+01 2.570275761184979615e+02 -6.495790643907781714e+00 -3.413535432333615893e-01 -9.683910653539603786e+00 -6.565553745865825519e+00
-4.460224537951318347e+00 -3.190541698477296073e+00 -1.017347178806192431e+01 2.300721441052232876e+02 -6.799449403140390480e+00 -3.386529614386204479e-01 -9.691583478915752892e+00 -6.555327245641998424e+00
-3.940401426039159105e+00 -2.974837728097689649e+00 -1.013770802352462930e+01 2.187803475542946501e+02 2.520132757243800814e+00 -3.926696444321642332e-01 -9.081557299959662544e+00 -6.786019021796520612e+00
