# t,sigma,alpha
0.000000000000000000e+00 9.262977037210970366e+01 3.074702444353627051e+00 -3.677508867078937982e-01 9.864127896697909570e-01
2.000000000000000000e+00 9.650829918033055321e+01 2.405988561248363133e+00 -3.213692862297061470e-02 9.775671413476185734e-01
6.000000000000000000e+00 1.042331248857910992e+02 2.389135136116481206e+00 -8.683093306081804408e-02 9.772536795011212973e-01
7.000000000000000000e+00 9.829985430906583588e+01 2.129024124799377304e+00 -1.345528489797604976e-01 1.010275299930356807e+00
9.000000000000000000e+00 9.562595233498026914e+01 1.951303714603288997e+00 -1.601691895960432044e-01 1.036250428319976047e+00
1.100000000000000000e+01 9.765117748549714349e+01 1.511076311237789405e+00 -5.523662541462016629e-01 9.462362794263752264e-01
1.600000000000000000e+01 1.077591829698418735e+02 1.380236471413033739e+00 -4.191790186509808946e-01 9.309056012275294112e-01
1.800000000000000000e+01 8.822745313967216418e+01 1.067302401482848939e+00 -6.228666167747920479e-01 8.835151512771847182e-01
1.900000000000000000e+01 8.875521304232674424e+01 9.215795892277531820e-01 -4.746053570248838227e-01 9.640412435765806087e-01
2.400000000000000000e+01 9.430045765959491177e+01 9.217096500581595242e-01 -2.276084741827399949e-02 8.904590016358792104e-01
3.600000000000000000e+01 9.869826753948163400e+01 9.505018031569321124e-01 3.093556766722839746e-01 1.047536136202189549e+00
4.800000000000000000e+01 9.596503982490963836e+01 9.266904194768728065e-01 8.132210030745203877e-01 9.408165412587953247e-01
5.700000000000000000e+01 1.048765285963754792e+02 1.015631127745879825e+00 1.762562632605142010e+00 1.031193278379120226e+00
8.400000000000000000e+01 1.065100104880055767e+02 9.676834206695598128e-01 1.657564912847826921e+00 9.898291546588270373e-01
1.570000000000000000e+02 1.062834025921088426e+02 1.031863259724675297e+00 1.548928007879388336e+00 1.109145043772869599e+00
1.880000000000000000e+02 1.051571207476074505e+02 9.780345433970337732e-01 5.933222029037845680e-01 1.013520946085283869e+00
1.930000000000000000e+02 1.072852514202252507e+02 1.071748711951346245e+00 1.031907762007880702e+00 1.136133651271562961e+00
2.410000000000000000e+02 1.075839040994938642e+02 1.244083428922841517e+00 1.888999080291433597e+00 1.313294253695449720e+00
