1.076869070529937744e-01 4.714874327182769775e-01 6.563135979126197839e-01 3.072307210256630672e-01 8.764433860778808594e-02 -4.663669062806397037e-02
1.077761352062225342e-01 4.717024862766265869e-01 6.565855167644882862e-01 3.064224916500050133e-01 8.765033632516860962e-02 -4.668211743979033823e-02
1.076844632625579834e-01 4.714543223381042480e-01 6.563062870773058721e-01 3.072652864079873369e-01 8.764290809631347656e-02 -4.664333906453865808e-02
1.083785891532897949e-01 4.710186123847961426e-01 6.584182297213647672e-01 3.064632622643347348e-01 8.770450949668884277e-02 -4.671841912329433022e-02
1.067905128002166748e-01 4.715862572193145752e-01 6.535763545301089827e-01 3.080423145315306366e-01 8.746068924665451050e-02 -4.667516076398603442e-02
1.057967841625213623e-01 4.747243225574493408e-01 6.505284893561693593e-01 3.101960833681051133e-01 8.759219199419021606e-02 -4.615072317113744216e-02
1.076840460300445557e-01 4.714689850807189941e-01 6.563050610286272901e-01 3.072951584838791161e-01 8.764544129371643066e-02 -4.663231406780687927e-02
1.084158718585968018e-01 4.712752997875213623e-01 6.585313335268941914e-01 3.065456261681588357e-01 8.777087926864624023e-02 -4.676098637377346101e-02
1.080770194530487061e-01 4.712447822093963623e-01 6.575013219798326869e-01 3.068554223181446106e-01 8.770296722650527954e-02 -4.678096402425402367e-02
1.072506904602050781e-01 4.722024202346801758e-01 6.549831150877936103e-01 3.066407930815767680e-01 8.774103969335556030e-02 -4.647641044937822485e-02
1.078164875507354736e-01 4.714982211589813232e-01 6.567084663742250861e-01 3.072902188672692603e-01 8.775866776704788208e-02 -4.664358116560429757e-02
1.075576543807983398e-01 4.714380502700805664e-01 6.559196730722393065e-01 3.073195117298546108e-01 8.759891986846923828e-02 -4.665146101156636416e-02
1.083498299121856689e-01 4.716663062572479248e-01 6.583307069009789458e-01 3.070128268110329239e-01 8.767886459827423096e-02 -4.642957747428433368e-02
1.080177128314971924e-01 4.718664884567260742e-01 6.573211239129969075e-01 3.074955842633448899e-01 8.780101686716079712e-02 -4.669052191481926073e-02
1.072936058044433594e-01 4.716161191463470459e-01 6.551141218327846127e-01 3.075105723691631265e-01 8.748297393321990967e-02 -4.668688271354470842e-02
1.064305603504180908e-01 4.719333946704864502e-01 6.524741904682657134e-01 3.076949945403237852e-01 8.755668252706527710e-02 -4.685026408773940165e-02
1.067248284816741943e-01 4.716932177543640137e-01 6.533752327088985234e-01 3.078710793685636160e-01 8.730121701955795288e-02 -4.673937048171861175e-02
1.078100204467773438e-01 4.716523289680480957e-01 6.566888159519689294e-01 3.073159784957522067e-01 8.759298920631408691e-02 -4.656337642118169029e-02
1.056405305862426758e-01 4.741148948669433594e-01 6.500478992786474786e-01 3.101477977772089112e-01 8.748563379049301147e-02 -4.612625780421930610e-02
1.071506142616271973e-01 4.715805351734161377e-01 6.546773686683454718e-01 3.075861181944853917e-01 8.733899891376495361e-02 -4.668736996319766686e-02
1.058039963245391846e-01 4.731452763080596924e-01 6.505505705960156204e-01 3.096111103348849203e-01 8.740448951721191406e-02 -4.627528330485741748e-02
1.069161593914031982e-01 4.715684950351715088e-01 6.539606397607758970e-01 3.080238507130179104e-01 8.749965578317642212e-02 -4.665212004982677296e-02
