# t,x,y,z,r,h,SDD
0.000000000000000000e+00 -9.943609022945605613e-02 1.547383185928570715e+00 5.145508699692598498e+00 1.880654841671159261e+00 2.677642597983061279e+01 1.294353443882496038e+02
3.000000000000000000e+00 -7.124970625311002337e-01 2.056344984614388027e-01 1.217577885031682294e+00 -3.463831540954591670e+00 2.699011344101336363e+01 1.300249491713778411e+02
1.800000000000000000e+01 -1.968115668299759147e-01 5.125583761742036337e-02 2.843156838823420074e+00 -1.550776938293973450e-01 2.673526133624542922e+01 1.295856270956087997e+02
2.900000000000000000e+01 2.511806202336155369e-01 1.951979458649863441e-01 9.490892232094476633e-01 1.615383289943577605e+00 2.680716665277304855e+01 1.318532092301330181e+02
3.000000000000000000e+01 1.950964145986066045e-01 2.360253582154319130e-01 6.353375598761694665e-01 1.233289501421249712e-01 2.671351818644937737e+01 1.291001388686392772e+02
3.900000000000000000e+01 5.528026295439511517e-03 4.814634279239587977e-01 1.248742158250318868e+00 7.098542483651044677e-01 2.669488329944593374e+01 1.298687640485922543e+02
4.600000000000000000e+01 -3.418282559632432327e-02 7.215408537020739921e-04 1.446314050582496957e+00 -1.353747472024196430e+00 2.648348522451293974e+01 1.319593802118218662e+02
6.400000000000000000e+01 2.922019558666930084e-01 1.646623586031233932e-01 3.736815156691247752e-01 -4.186224479729985792e-01 2.645569875334743415e+01 1.311299523977612864e+02
8.300000000000000000e+01 1.368723722121390207e-01 7.328111603678250097e-02 5.467845917958189528e-01 9.683494839685313771e-02 2.664848520846535607e+01 1.306058954102903726e+02
9.600000000000000000e+01 -7.115171277722237564e-02 1.355128724485691882e-01 4.197596234558719774e-01 3.737932418659820621e-01 2.654489069757430997e+01 1.312608055131958054e+02
1.210000000000000000e+02 -8.051913831325413495e-02 1.724520741525933376e-01 4.392276425555605157e-02 -4.161787857104386201e-02 2.652782336929477580e+01 1.314957439694427421e+02
1.590000000000000000e+02 -1.921136490713514777e-01 2.399988739921753711e-01 3.989685194718926575e-01 2.048762023403359056e-01 2.629825387231614187e+01 1.324472433376059257e+02
1.860000000000000000e+02 -3.693237538246221807e-02 2.260400662414142614e-01 4.581700122407137421e-01 1.756371204011307752e-01 2.631770210197894500e+01 1.323531128862122728e+02
2.190000000000000000e+02 -5.291457784299372774e-02 2.232975407488981545e-01 3.644518451516731705e-01 3.021918084087577561e-01 2.623221030138714127e+01 1.322367149701800031e+02
2.480000000000000000e+02 -6.401486297957012517e-02 2.525339807280388982e-01 5.087908094869202369e-01 -1.632602609778877056e-01 2.623453220922342410e+01 1.323052231988897063e+02
2.490000000000000000e+02 -4.114404046144161387e-02 2.640036477497886835e-01 1.605402497174041043e-01 3.663125881333003653e-01 2.619169714400027615e+01 1.326704865261517057e+02
2.580000000000000000e+02 -3.082459273981587311e-02 2.645395866475256930e-01 1.230110297501283145e-01 2.361018690355563832e-02 2.619473554205735510e+01 1.327228070335858945e+02
2.760000000000000000e+02 -9.386640080933458807e-02 2.386110399394834325e-01 2.981156836715807557e-01 -1.156798186425646996e-02 2.612234744352398153e+01 1.326605422137394328e+02
2.850000000000000000e+02 -6.231683058076195603e-02 2.572936736700202065e-01 1.632077580662895655e-01 -5.924329991942332840e-02 2.613750611486494080e+01 1.327531900707413968e+02
3.460000000000000000e+02 -6.624878632172775950e-02 2.422786526332344204e-01 2.822375502136953429e-01 -1.648002219787657666e-02 2.606373350798765287e+01 1.333305409237686376e+02
3.610000000000000000e+02 -8.438512119869594208e-02 2.364917948677451587e-01 4.648080533592465757e-01 -6.126573643430413552e-02 2.605984010344907276e+01 1.336099835917501935e+02
