# t,sample_rotation_angle1,sample_rotation_angle2,source_pos_x,source_pos_y,source_pos_z,detector_pos_x,detector_pos_y,det_position_z
0.000000000000000000e+00 2.550377065466476356e+00 4.190646235668896935e+00 -1.193368430027817162e+01 -4.522672128826110338e+01 1.656761643720780057e+02 -4.964433840486512928e+00 -1.101584990057133062e+01 -1.546655136288573829e+01
1.000000000000000000e+00 1.011081249454636399e+00 -2.463106603135136297e+00 -5.658740678687901315e-01 -3.977545504260518072e+01 1.499799323849437087e+02 4.712390361859608134e+00 -2.382378802158294917e+01 -5.452620425125203951e+00
9.000000000000000000e+00 1.070914037439720579e+00 -1.606731490443779886e-01 -6.501811243876725932e+00 -2.796609009588364714e+01 1.545198759391452370e+02 1.144550473860228845e-01 -3.157319108763714866e+01 -1.286017234043630353e+01
2.420000000000000000e+02 -3.465327399222039251e+00 -2.655392694754401539e+00 2.411666252611939676e+00 -4.345562762068964702e+01 1.463580063702201244e+02 1.518700904494601822e+00 -1.094920716771760283e+01 -1.956569226635724590e+01
2.800000000000000000e+02 -3.222090935736988015e+00 -2.815054094536030505e+00 2.295980814990155605e-01 -5.011444676857102110e+01 1.466829983708141754e+02 1.461527913679856461e+00 -1.224603784909055371e+01 -1.578906086102910322e+01
3.090000000000000000e+02 -4.632162390133657048e+00 -2.746563006511291150e+00 -3.937878662574138544e-01 -5.008046490002600848e+01 1.471307260015061047e+02 2.289790722937752321e+00 -1.074402145665964881e+01 -1.821042209753975882e+01
3.100000000000000000e+02 -2.862029443689543928e+00 -1.904644443883656946e+00 -7.391433131717560778e-01 -5.049086152440364117e+01 1.398075269278440089e+02 1.841327978445364888e+00 -1.109749019796805847e+01 -1.636094725138017125e+01
3.360000000000000000e+02 -3.486015706689242322e+00 -2.930344459593821504e+00 -9.460497270076924092e-01 -5.040513485572540731e+01 1.417350804013768197e+02 1.816781626739197630e+00 -1.057845689824106117e+01 -1.866947732295165352e+01
3.440000000000000000e+02 -4.860590069566433691e+00 -2.698565281603293897e+00 -1.320148708047188535e+00 -4.892731838394860944e+01 1.433232903128130431e+02 1.840828847882783448e+00 -1.080377433039181767e+01 -1.950727603354729567e+01
3.610000000000000000e+02 -4.925456988662197055e+00 -3.316032509594212918e+00 2.492786749239384037e-01 -4.932894029213506570e+01 1.393140450658196130e+02 1.858972645698522719e+00 -1.062011758528838534e+01 -1.375048390284206157e+01
3.910000000000000000e+02 -4.965112769661923942e+00 -2.946521177900918609e+00 -9.367184851734385864e-01 -5.047925119005412853e+01 1.346318828611384220e+02 1.561110961047536438e+00 -1.114028134200763631e+01 -1.509574381311248636e+01
4.220000000000000000e+02 -4.987909700258362555e+00 -2.977409539019345353e+00 -1.059228775753838558e+00 -5.017323494501434311e+01 1.410676267694373109e+02 1.573643873276270533e+00 -1.056262568579547079e+01 -1.666189693527087456e+01
4.270000000000000000e+02 -4.904271180674630415e+00 -2.873282623434580074e+00 -1.369276907802943866e+00 -5.044730703803245575e+01 1.390584253431217121e+02 1.938603918176767582e+00 -1.050524817281483081e+01 -1.627990635460842128e+01
4.380000000000000000e+02 -4.969843164990720652e+00 -2.682478730397140687e+00 -8.656642983493276766e-01 -5.044239995615122751e+01 1.391648087353964627e+02 1.667999691116656580e+00 -1.052043954128838621e+01 -1.683366650197743297e+01
4.500000000000000000e+02 -4.978111091245184028e+00 -2.711815127020859251e+00 -2.256259916839121749e-01 -5.023919277664236915e+01 1.383224169994858244e+02 1.467271847853001132e+00 -1.061880676939194323e+01 -1.465080945792626821e+01
4.970000000000000000e+02 -4.998088352676686164e+00 -2.906091678998568018e+00 3.821710132196226573e-01 -5.045002610065890991e+01 1.386788309152452427e+02 1.438958432216968397e+00 -1.050049090614275116e+01 -1.540507018300620246e+01
5.100000000000000000e+02 -4.943063049353984439e+00 -2.959905417022897556e+00 -4.171626971355649749e-01 -5.046970220577502886e+01 1.374751901889047190e+02 1.603088314414808480e+00 -1.051797163873912488e+01 -1.523093303523663522e+01
5.260000000000000000e+02 -4.933380817117742900e+00 -2.803484834607064435e+00 6.733030034924017415e-02 -5.047344774619158159e+01 1.378673682143640917e+02 1.500103013170172694e+00 -1.053400983257171575e+01 -1.576044854360333147e+01
5.450000000000000000e+02 -4.921115176782439704e+00 -2.792630110460375015e+00 -3.016951588131419615e-02 -5.049379894899893628e+01 1.369526569973390906e+02 1.461784021226176566e+00 -1.050485355943983201e+01 -1.534600657422909542e+01
5.940000000000000000e+02 -4.994099756374900778e+00 -2.606520455142431025e+00 8.115992548274775231e-01 -5.040991665773048425e+01 1.372112804983803471e+02 1.426906932290353369e+00 -1.050022665657627385e+01 -1.577079983528662410e+01
5.980000000000000000e+02 -4.995991838487250369e+00 -2.417589228417763358e+00 5.873391626110133767e-01 -5.034053317048387299e+01 1.364867929488681852e+02 1.366351282992511740e+00 -1.059742259219232885e+01 -1.503247299328678466e+01
6.060000000000000000e+02 -4.968223448203463732e+00 -2.447495634120794961e+00 8.025129417468364057e-01 -5.017231530996506450e+01 1.358803325743880919e+02 1.364681188051427352e+00 -1.060869045874250460e+01 -1.474727770238747659e+01
6.160000000000000000e+02 -4.864770466666956672e+00 -3.103031523491091015e+00 -2.242262478604095666e-03 -5.041459432306556465e+01 1.348180541375726591e+02 1.493043189320172326e+00 -1.050018330209229589e+01 -1.497431176200730185e+01
6.230000000000000000e+02 -4.587127501262305174e+00 -2.850511713689547477e+00 4.088518351515437743e-01 -5.028158718244379344e+01 1.340354329633190105e+02 1.444227881646512834e+00 -1.050176765673295520e+01 -1.535888302020958918e+01
6.340000000000000000e+02 -4.947192405529273529e+00 -2.670487402571367852e+00 -3.973890318515004849e-01 -4.989664344908640459e+01 1.341038653488222394e+02 1.569516369631319019e+00 -1.050034762408998112e+01 -1.567640199404080192e+01
6.410000000000000000e+02 -4.637557904414701504e+00 -2.842850894072576740e+00 -1.535454206031894031e-01 -5.020402179250574193e+01 1.336510104577389768e+02 1.508379058303170206e+00 -1.054572695159506068e+01 -1.552285859721855843e+01
6.460000000000000000e+02 -4.938919249732890648e+00 -2.781788764667046276e+00 6.071497923824621390e-01 -4.971024392916443446e+01 1.335353635076085084e+02 1.343554251797558940e+00 -1.058950866014255432e+01 -1.493331313278289052e+01
