# t,ZNCC
0.000000000000000000e+00 4.116920069561658124e-01
3.000000000000000000e+00 4.274789805637621010e-01
1.700000000000000000e+01 4.314626239457051704e-01
6.600000000000000000e+01 4.327437084947848844e-01
8.200000000000000000e+01 4.451159185936798823e-01
9.800000000000000000e+01 4.465453014395368014e-01
1.080000000000000000e+02 4.472211308766375071e-01
1.170000000000000000e+02 4.485559972236899395e-01
1.210000000000000000e+02 4.543600259915375750e-01
1.400000000000000000e+02 4.587361440012275859e-01
1.640000000000000000e+02 4.601857600410768079e-01
2.060000000000000000e+02 4.609171757384332713e-01
2.080000000000000000e+02 4.677636148517707593e-01
2.520000000000000000e+02 4.680174210559899239e-01
2.580000000000000000e+02 4.769717682061035968e-01
2.790000000000000000e+02 4.794802568554145106e-01
3.440000000000000000e+02 4.800060212572261897e-01
4.050000000000000000e+02 4.800566786178235290e-01
4.110000000000000000e+02 4.802104619008848996e-01
4.700000000000000000e+02 4.802188614715220960e-01
4.870000000000000000e+02 4.802474035583985668e-01
5.230000000000000000e+02 4.802528671445866482e-01
5.330000000000000000e+02 4.802613392033630579e-01
5.600000000000000000e+02 4.802674752871194386e-01
6.030000000000000000e+02 4.802678827971391673e-01
1.021000000000000000e+03 4.802785641204713185e-01
1.038000000000000000e+03 4.802949827390826099e-01
1.060000000000000000e+03 4.803022393987596006e-01
1.082000000000000000e+03 4.803671844674840541e-01
1.097000000000000000e+03 4.805389128627748918e-01
1.288000000000000000e+03 4.805422932344381448e-01
